test,cluster genes,cluster gene ids,variable factors,gsea preranked pval,gsea contrast pval,bootstrapping pval,ora pval
cluster_70_DOWN - gender/F,8,ENSG00000081237|PTPRC ENSG00000082805|ERC1 ENSG00000100345|MYH9 ENSG00000102034|ELF4 ENSG00000110514|MADD ENSG00000126746|ZNF384 ENSG00000167182|SP2 ENSG00000181222|POLR2A,2,-,-,,0.40478065725855344
cluster_70_DOWN - gender/M,8,ENSG00000081237|PTPRC ENSG00000082805|ERC1 ENSG00000100345|MYH9 ENSG00000102034|ELF4 ENSG00000110514|MADD ENSG00000126746|ZNF384 ENSG00000167182|SP2 ENSG00000181222|POLR2A,2,-,-,,0.7921502561385287
cluster_71_UP - gender/F,2,ENSG00000010295|IFFO1 ENSG00000168010|ATG16L2,2,-,-,,0.34599365844609054
cluster_71_UP - gender/M,2,ENSG00000010295|IFFO1 ENSG00000168010|ATG16L2,2,-,-,,0.8352551257162789
cluster_72_UP - gender/F,16,ENSG00000010704|HFE ENSG00000085741|WNT11 ENSG00000115590|IL1R2 ENSG00000122420|PTGFR ENSG00000129596|CDO1 ENSG00000162817|C1orf115 ENSG00000171236|LRG1 ENSG00000181885|CLDN7 ENSG00000183621|ZNF438 ENSG00000196872|CRACDL ENSG00000213557|ENSG00000213557 ENSG00000228058|LINC01736 ENSG00000255801|ENSG00000255801 ENSG00000258227|CLEC5A ENSG00000272870|SAP30-DT ENSG00000282608|ADORA3,2,-,-,,0.6348303639006692
cluster_72_UP - gender/M,16,ENSG00000010704|HFE ENSG00000085741|WNT11 ENSG00000115590|IL1R2 ENSG00000122420|PTGFR ENSG00000129596|CDO1 ENSG00000162817|C1orf115 ENSG00000171236|LRG1 ENSG00000181885|CLDN7 ENSG00000183621|ZNF438 ENSG00000196872|CRACDL ENSG00000213557|ENSG00000213557 ENSG00000228058|LINC01736 ENSG00000255801|ENSG00000255801 ENSG00000258227|CLEC5A ENSG00000272870|SAP30-DT ENSG00000282608|ADORA3,2,-,-,,0.6814235255955885
cluster_73_UP - gender/F,5,ENSG00000099864|PALM ENSG00000162994|CLHC1 ENSG00000204084|INPP5B ENSG00000237541|HLA-DQA2 ENSG00000290878|HLA-DRB6,2,-,-,,0.7352450029342656
cluster_73_UP - gender/M,5,ENSG00000099864|PALM ENSG00000162994|CLHC1 ENSG00000204084|INPP5B ENSG00000237541|HLA-DQA2 ENSG00000290878|HLA-DRB6,2,-,-,,0.4875908153203865
cluster_74_UP - gender/F,3,ENSG00000136270|TBRG4 ENSG00000241370|RPP21 ENSG00000255389|ENSG00000255389,2,-,-,,0.5725546386490521
cluster_74_UP - gender/M,3,ENSG00000136270|TBRG4 ENSG00000241370|RPP21 ENSG00000255389|ENSG00000255389,2,-,-,,0.6540063415539095
cluster_75_UP - gender/F,2,ENSG00000238039|ENSG00000238039 ENSG00000275772|ENSG00000275772,2,-,-,,0.6098998551660237
cluster_75_UP - gender/M,2,ENSG00000238039|ENSG00000238039 ENSG00000275772|ENSG00000275772,2,-,-,,0.6216404872392007
cluster_76_UP - gender/F,5,ENSG00000135069|PSAT1 ENSG00000167325|RRM1 ENSG00000196584|XRCC2 ENSG00000204110|LINC02520 ENSG00000272636|DOC2B,2,-,-,,0.6376168695595203
cluster_76_UP - gender/M,5,ENSG00000135069|PSAT1 ENSG00000167325|RRM1 ENSG00000196584|XRCC2 ENSG00000204110|LINC02520 ENSG00000272636|DOC2B,2,-,-,,0.6240009516798355
cluster_77_UP - gender/F,3,ENSG00000128654|MTX2 ENSG00000251615|ENSG00000251615 ENSG00000278983|ENSG00000278983,2,-,-,,0.43974302956455746
cluster_77_UP - gender/M,3,ENSG00000128654|MTX2 ENSG00000251615|ENSG00000251615 ENSG00000278983|ENSG00000278983,2,-,-,,0.7665055868960698
cluster_78_UP - gender/F,10,ENSG00000100304|TTLL12 ENSG00000104918|RETN ENSG00000106853|PTGR1 ENSG00000107902|LHPP ENSG00000108528|SLC25A11 ENSG00000126067|PSMB2 ENSG00000128311|TST ENSG00000138639|ARHGAP24 ENSG00000228594|FNDC10 ENSG00000241258|CRCP,2,-,-,,0.41206790979301583
cluster_78_UP - gender/M,10,ENSG00000100304|TTLL12 ENSG00000104918|RETN ENSG00000106853|PTGR1 ENSG00000107902|LHPP ENSG00000108528|SLC25A11 ENSG00000126067|PSMB2 ENSG00000128311|TST ENSG00000138639|ARHGAP24 ENSG00000228594|FNDC10 ENSG00000241258|CRCP,2,-,-,,0.7948859696605922
cluster_79_UP - gender/F,2,ENSG00000131148|EMC8 ENSG00000174564|IL20RB,2,-,-,,0.31452065528489087
cluster_79_UP - gender/M,2,ENSG00000131148|EMC8 ENSG00000174564|IL20RB,2,-,-,,0.8548978510934815
cluster_80_DOWN - gender/F,2,ENSG00000227370|ENSG00000227370 ENSG00000237037|NDUFA6-DT,2,-,-,,0.6298445582837906
cluster_80_DOWN - gender/M,2,ENSG00000227370|ENSG00000227370 ENSG00000237037|NDUFA6-DT,2,-,-,,0.5952193427414464
cluster_81_UP - gender/F,2,ENSG00000163904|SENP2 ENSG00000227946|INO80D-AS2,2,-,-,,0.747065340067768
cluster_81_UP - gender/M,2,ENSG00000163904|SENP2 ENSG00000227946|INO80D-AS2,2,-,-,,0.4639320671433916
cluster_82_UP - gender/F,4,ENSG00000111726|CMAS ENSG00000114209|PDCD10 ENSG00000150776|NKAPD1 ENSG00000169019|COMMD8,2,-,-,,0.8173978091381547
cluster_82_UP - gender/M,4,ENSG00000111726|CMAS ENSG00000114209|PDCD10 ENSG00000150776|NKAPD1 ENSG00000169019|COMMD8,2,-,-,,0.37015544171620945
cluster_83_UP - gender/F,3,ENSG00000115457|IGFBP2 ENSG00000170412|GPRC5C ENSG00000227232|WASH7P,2,-,-,,0.3463790141403462
cluster_83_UP - gender/M,3,ENSG00000115457|IGFBP2 ENSG00000170412|GPRC5C ENSG00000227232|WASH7P,2,-,-,,0.9084776001057222
cluster_84_UP - gender/F,2,ENSG00000132329|RAMP1 ENSG00000197647|ZNF433,2,-,-,,0.486153920420946
cluster_84_UP - gender/M,2,ENSG00000132329|RAMP1 ENSG00000197647|ZNF433,2,-,-,,0.7525149691307473
cluster_85_UP - gender/F,2,ENSG00000271943|ENSG00000271943 ENSG00000280279|LINC02887,2,-,-,,0.40478065725855344
cluster_85_UP - gender/M,2,ENSG00000271943|ENSG00000271943 ENSG00000280279|LINC02887,2,-,-,,0.7921502561385287
cluster_86_UP - gender/F,13,ENSG00000050555|LAMC3 ENSG00000070087|PFN2 ENSG00000074276|CDHR2 ENSG00000092068|SLC7A8 ENSG00000110881|ASIC1 ENSG00000150967|ABCB9 ENSG00000158859|ADAMTS4 ENSG00000181690|PLAG1 ENSG00000189283|FHIT ENSG00000204314|PRRT1 ENSG00000242686|PDE6B-AS1 ENSG00000281106|TMEM272 ENSG00000287510|ENSG00000287510,2,-,-,,0.6485866291685676
cluster_86_UP - gender/M,13,ENSG00000050555|LAMC3 ENSG00000070087|PFN2 ENSG00000074276|CDHR2 ENSG00000092068|SLC7A8 ENSG00000110881|ASIC1 ENSG00000150967|ABCB9 ENSG00000158859|ADAMTS4 ENSG00000181690|PLAG1 ENSG00000189283|FHIT ENSG00000204314|PRRT1 ENSG00000242686|PDE6B-AS1 ENSG00000281106|TMEM272 ENSG00000287510|ENSG00000287510,2,-,-,,0.5879320902069842
cluster_87_DOWN - gender/F,3,ENSG00000125827|TMX4 ENSG00000143319|ISG20L2 ENSG00000159784|FAM131B,2,-,-,,0.9116163736635798
cluster_87_DOWN - gender/M,3,ENSG00000125827|TMX4 ENSG00000143319|ISG20L2 ENSG00000159784|FAM131B,2,-,-,,0.22233394140388799
cluster_88_DOWN - gender/F,5,ENSG00000096433|ITPR3 ENSG00000118412|CASP8AP2 ENSG00000143401|ANP32E ENSG00000151835|SACS ENSG00000197121|PGAP1,2,-,-,,0.777666058596112
cluster_88_DOWN - gender/M,5,ENSG00000096433|ITPR3 ENSG00000118412|CASP8AP2 ENSG00000143401|ANP32E ENSG00000151835|SACS ENSG00000197121|PGAP1,2,-,-,,0.4274453613509479
cluster_89_UP - gender/F,3,ENSG00000101365|IDH3B ENSG00000109736|MFSD10 ENSG00000130511|SSBP4,2,-,-,,0.41206790979301583
cluster_89_UP - gender/M,3,ENSG00000101365|IDH3B ENSG00000109736|MFSD10 ENSG00000130511|SSBP4,2,-,-,,0.7948859696605922
cluster_90_UP - gender/F,18,ENSG00000012061|ERCC1 ENSG00000101150|TPD52L2 ENSG00000117410|ATP6V0B ENSG00000123349|PFDN5 ENSG00000134824|FADS2 ENSG00000135404|CD63 ENSG00000141480|ARRB2 ENSG00000151650|VENTX ENSG00000160410|SHKBP1 ENSG00000165233|CARD19 ENSG00000171943|SRGAP2C ENSG00000183963|SMTN ENSG00000227560|RPS15AP30 ENSG00000245532|NEAT1 ENSG00000255031|ENSG00000255031 ENSG00000255760|LINC02422 ENSG00000279175|ENSG00000279175 ENSG00000289340|ENSG00000289340,2,-,-,,0.40478065725855344
cluster_90_UP - gender/M,18,ENSG00000012061|ERCC1 ENSG00000101150|TPD52L2 ENSG00000117410|ATP6V0B ENSG00000123349|PFDN5 ENSG00000134824|FADS2 ENSG00000135404|CD63 ENSG00000141480|ARRB2 ENSG00000151650|VENTX ENSG00000160410|SHKBP1 ENSG00000165233|CARD19 ENSG00000171943|SRGAP2C ENSG00000183963|SMTN ENSG00000227560|RPS15AP30 ENSG00000245532|NEAT1 ENSG00000255031|ENSG00000255031 ENSG00000255760|LINC02422 ENSG00000279175|ENSG00000279175 ENSG00000289340|ENSG00000289340,2,-,-,,0.7921502561385287
cluster_91_UP - gender/F,6,ENSG00000109680|TBC1D19 ENSG00000115947|ORC4 ENSG00000129167|TPH1 ENSG00000185736|ADARB2 ENSG00000197323|TRIM33 ENSG00000283361|CFAP97D2,2,-,-,,0.699528374806756
cluster_91_UP - gender/M,6,ENSG00000109680|TBC1D19 ENSG00000115947|ORC4 ENSG00000129167|TPH1 ENSG00000185736|ADARB2 ENSG00000197323|TRIM33 ENSG00000283361|CFAP97D2,2,-,-,,0.5245429242950742
cluster_92_UP - gender/F,2,ENSG00000079337|RAPGEF3 ENSG00000184221|OLIG1,2,-,-,,0.7451514881435497
cluster_92_UP - gender/M,2,ENSG00000079337|RAPGEF3 ENSG00000184221|OLIG1,2,-,-,,0.5490381765041317
cluster_93_UP - gender/F,2,ENSG00000049089|COL9A2 ENSG00000186583|SPATC1,2,-,-,,0.8083630057990734
cluster_93_UP - gender/M,2,ENSG00000049089|COL9A2 ENSG00000186583|SPATC1,2,-,-,,0.39010014483397626
cluster_94_UP - gender/F,4,ENSG00000122386|ZNF205 ENSG00000126522|ASL ENSG00000167397|VKORC1 ENSG00000167779|IGFBP6,2,-,-,,0.5770431083448746
cluster_94_UP - gender/M,4,ENSG00000122386|ZNF205 ENSG00000126522|ASL ENSG00000167397|VKORC1 ENSG00000167779|IGFBP6,2,-,-,,0.7066397825653898
cluster_95_UP - gender/F,2,ENSG00000072062|PRKACA ENSG00000182578|CSF1R,2,-,-,,0.5360679328566085
cluster_95_UP - gender/M,2,ENSG00000072062|PRKACA ENSG00000182578|CSF1R,2,-,-,,0.6854793447151091
cluster_96_UP - gender/F,16,ENSG00000035664|DAPK2 ENSG00000057657|PRDM1 ENSG00000091181|IL5RA ENSG00000115392|FANCL ENSG00000127990|SGCE ENSG00000135631|RAB11FIP5 ENSG00000147234|FRMPD3 ENSG00000156463|SH3RF2 ENSG00000167094|TTC16 ENSG00000182534|MXRA7 ENSG00000196358|NTNG2 ENSG00000232022|FAAHP1 ENSG00000233306|TRGV2 ENSG00000256937|KRT17P8 ENSG00000270379|HEATR9 ENSG00000287277|ENSG00000287277,2,-,-,,0.5925873441399441
cluster_96_UP - gender/M,16,ENSG00000035664|DAPK2 ENSG00000057657|PRDM1 ENSG00000091181|IL5RA ENSG00000115392|FANCL ENSG00000127990|SGCE ENSG00000135631|RAB11FIP5 ENSG00000147234|FRMPD3 ENSG00000156463|SH3RF2 ENSG00000167094|TTC16 ENSG00000182534|MXRA7 ENSG00000196358|NTNG2 ENSG00000232022|FAAHP1 ENSG00000233306|TRGV2 ENSG00000256937|KRT17P8 ENSG00000270379|HEATR9 ENSG00000287277|ENSG00000287277,2,-,-,,0.6557573112043852
cluster_97_UP - gender/F,2,ENSG00000215559|ANKRD20A11P ENSG00000290581|ENSG00000290581,2,-,-,,0.41098483073886627
cluster_97_UP - gender/M,2,ENSG00000215559|ANKRD20A11P ENSG00000290581|ENSG00000290581,2,-,-,,0.8242643958696457
cluster_98_UP - gender/F,3,ENSG00000172348|RCAN2 ENSG00000253731|PCDHGA6 ENSG00000290537|ENSG00000290537,2,-,-,,0.6485866291685676
cluster_98_UP - gender/M,3,ENSG00000172348|RCAN2 ENSG00000253731|PCDHGA6 ENSG00000290537|ENSG00000290537,2,-,-,,0.5879320902069842
cluster_99_UP - gender/F,2,ENSG00000204644|ZFP57 ENSG00000289690|ENSG00000289690,2,-,-,,0.6645011372460099
cluster_99_UP - gender/M,2,ENSG00000204644|ZFP57 ENSG00000289690|ENSG00000289690,2,-,-,,0.5602569704354428
cluster_100_UP - gender/F,3,ENSG00000123416|TUBA1B ENSG00000161960|EIF4A1 ENSG00000255717|SNHG1,2,-,-,,0.8669662686410906
cluster_100_UP - gender/M,3,ENSG00000123416|TUBA1B ENSG00000161960|EIF4A1 ENSG00000255717|SNHG1,2,-,-,,0.30047162519324405
cluster_101_DOWN - gender/F,2,ENSG00000119185|ITGB1BP1 ENSG00000143198|MGST3,2,-,-,,0.40478065725855344
cluster_101_DOWN - gender/M,2,ENSG00000119185|ITGB1BP1 ENSG00000143198|MGST3,2,-,-,,0.7921502561385287
cluster_102_UP - gender/F,22,ENSG00000085840|ORC1 ENSG00000094804|CDC6 ENSG00000112984|KIF20A ENSG00000116117|PARD3B ENSG00000118193|KIF14 ENSG00000118777|ABCG2 ENSG00000135476|ESPL1 ENSG00000135525|MAP7 ENSG00000138160|KIF11 ENSG00000142945|KIF2C ENSG00000144354|CDCA7 ENSG00000148773|MKI67 ENSG00000156970|BUB1B ENSG00000164237|CMBL ENSG00000166803|PCLAF ENSG00000169607|CKAP2L ENSG00000184661|CDCA2 ENSG00000186185|KIF18B ENSG00000211650|IGLV5-45 ENSG00000211658|IGLV3-27 ENSG00000234286|ENSG00000234286 ENSG00000276043|UHRF1,2,-,-,,0.6348303639006692
cluster_102_UP - gender/M,22,ENSG00000085840|ORC1 ENSG00000094804|CDC6 ENSG00000112984|KIF20A ENSG00000116117|PARD3B ENSG00000118193|KIF14 ENSG00000118777|ABCG2 ENSG00000135476|ESPL1 ENSG00000135525|MAP7 ENSG00000138160|KIF11 ENSG00000142945|KIF2C ENSG00000144354|CDCA7 ENSG00000148773|MKI67 ENSG00000156970|BUB1B ENSG00000164237|CMBL ENSG00000166803|PCLAF ENSG00000169607|CKAP2L ENSG00000184661|CDCA2 ENSG00000186185|KIF18B ENSG00000211650|IGLV5-45 ENSG00000211658|IGLV3-27 ENSG00000234286|ENSG00000234286 ENSG00000276043|UHRF1,2,-,-,,0.6814235255955885
cluster_103_UP - gender/F,2,ENSG00000211698|TRGV4 ENSG00000229769|TRBV10-2,2,-,-,,0.7786853025807419
cluster_103_UP - gender/M,2,ENSG00000211698|TRGV4 ENSG00000229769|TRBV10-2,2,-,-,,0.47139055595687795
cluster_104_UP - gender/F,3,ENSG00000196214|ZNF766 ENSG00000229721|ENSG00000229721 ENSG00000267152|ENSG00000267152,2,-,-,,0.5124091846796135
cluster_104_UP - gender/M,3,ENSG00000196214|ZNF766 ENSG00000229721|ENSG00000229721 ENSG00000267152|ENSG00000267152,2,-,-,,0.7133586838152315
cluster_105_UP - gender/F,2,ENSG00000125746|EML2 ENSG00000142178|SIK1,2,-,-,,0.31467784887367095
cluster_105_UP - gender/M,2,ENSG00000125746|EML2 ENSG00000142178|SIK1,2,-,-,,0.8627111906579931
cluster_106_UP - gender/F,6,ENSG00000106772|PRUNE2 ENSG00000126803|HSPA2 ENSG00000129925|PGAP6 ENSG00000205837|LINC00487 ENSG00000225964|NRIR ENSG00000287252|ENSG00000287252,2,-,-,,0.528609444043122
cluster_106_UP - gender/M,6,ENSG00000106772|PRUNE2 ENSG00000126803|HSPA2 ENSG00000129925|PGAP6 ENSG00000205837|LINC00487 ENSG00000225964|NRIR ENSG00000287252|ENSG00000287252,2,-,-,,0.730164705226241
cluster_107_UP - gender/F,4,ENSG00000087077|TRIP6 ENSG00000142347|MYO1F ENSG00000172932|ANKRD13D ENSG00000269981|ENSG00000269981,2,-,-,,0.8423317279390276
cluster_107_UP - gender/M,4,ENSG00000087077|TRIP6 ENSG00000142347|MYO1F ENSG00000172932|ANKRD13D ENSG00000269981|ENSG00000269981,2,-,-,,0.33549886275399
cluster_108_UP - gender/F,54,ENSG00000005961|ITGA2B ENSG00000011105|TSPAN9 ENSG00000013016|EHD3 ENSG00000049323|LTBP1 ENSG00000081377|CDC14B ENSG00000082781|ITGB5 ENSG00000095303|PTGS1 ENSG00000101856|PGRMC1 ENSG00000103740|ACSBG1 ENSG00000109265|CRACD ENSG00000109272|PF4V1 ENSG00000113140|SPARC ENSG00000113924|HGD ENSG00000115290|GRB14 ENSG00000117400|MPL ENSG00000119862|LGALSL ENSG00000122643|NT5C3A ENSG00000124657|OR2B6 ENSG00000127824|TUBA4A ENSG00000132681|ATP1A4 ENSG00000134317|GRHL1 ENSG00000137225|CAPN11 ENSG00000140682|TGFB1I1 ENSG00000146859|TMEM140 ENSG00000151023|ENKUR ENSG00000151789|ZNF385D ENSG00000153162|BMP6 ENSG00000156011|PSD3 ENSG00000161911|TREML1 ENSG00000162627|SNX7 ENSG00000163735|CXCL5 ENSG00000163898|LIPH ENSG00000164181|ELOVL7 ENSG00000166091|CMTM5 ENSG00000174175|SELP ENSG00000178033|CALHM5 ENSG00000180190|TDRP ENSG00000182795|C1orf116 ENSG00000184113|CLDN5 ENSG00000185052|SLC24A3 ENSG00000185614|INKA1 ENSG00000187800|PEAR1 ENSG00000204420|MPIG6B ENSG00000204710|SPDYC ENSG00000224846|NQO2-AS1 ENSG00000236279|CLEC2L ENSG00000249307|LINC01088 ENSG00000250334|LINC00989 ENSG00000251600|ENSG00000251600 ENSG00000253549|CA3-AS1 ENSG00000255874|PRECSIT ENSG00000259330|INAFM2 ENSG00000260912|ENSG00000260912 ENSG00000288882|ENSG00000288882,2,-,-,,0.6891658212182946
cluster_108_UP - gender/M,54,ENSG00000005961|ITGA2B ENSG00000011105|TSPAN9 ENSG00000013016|EHD3 ENSG00000049323|LTBP1 ENSG00000081377|CDC14B ENSG00000082781|ITGB5 ENSG00000095303|PTGS1 ENSG00000101856|PGRMC1 ENSG00000103740|ACSBG1 ENSG00000109265|CRACD ENSG00000109272|PF4V1 ENSG00000113140|SPARC ENSG00000113924|HGD ENSG00000115290|GRB14 ENSG00000117400|MPL ENSG00000119862|LGALSL ENSG00000122643|NT5C3A ENSG00000124657|OR2B6 ENSG00000127824|TUBA4A ENSG00000132681|ATP1A4 ENSG00000134317|GRHL1 ENSG00000137225|CAPN11 ENSG00000140682|TGFB1I1 ENSG00000146859|TMEM140 ENSG00000151023|ENKUR ENSG00000151789|ZNF385D ENSG00000153162|BMP6 ENSG00000156011|PSD3 ENSG00000161911|TREML1 ENSG00000162627|SNX7 ENSG00000163735|CXCL5 ENSG00000163898|LIPH ENSG00000164181|ELOVL7 ENSG00000166091|CMTM5 ENSG00000174175|SELP ENSG00000178033|CALHM5 ENSG00000180190|TDRP ENSG00000182795|C1orf116 ENSG00000184113|CLDN5 ENSG00000185052|SLC24A3 ENSG00000185614|INKA1 ENSG00000187800|PEAR1 ENSG00000204420|MPIG6B ENSG00000204710|SPDYC ENSG00000224846|NQO2-AS1 ENSG00000236279|CLEC2L ENSG00000249307|LINC01088 ENSG00000250334|LINC00989 ENSG00000251600|ENSG00000251600 ENSG00000253549|CA3-AS1 ENSG00000255874|PRECSIT ENSG00000259330|INAFM2 ENSG00000260912|ENSG00000260912 ENSG00000288882|ENSG00000288882,2,-,-,,0.5522803714775812
cluster_109_DOWN - gender/F,5,ENSG00000119522|DENND1A ENSG00000120889|TNFRSF10B ENSG00000225697|SLC26A6 ENSG00000260528|FAM157C ENSG00000266028|SRGAP2,2,-,-,,0.699528374806756
cluster_109_DOWN - gender/M,5,ENSG00000119522|DENND1A ENSG00000120889|TNFRSF10B ENSG00000225697|SLC26A6 ENSG00000260528|FAM157C ENSG00000266028|SRGAP2,2,-,-,,0.5245429242950742
cluster_110_DOWN - gender/F,4,ENSG00000144048|DUSP11 ENSG00000165506|DNAAF2 ENSG00000173349|SFT2D3 ENSG00000187325|TAF9B,2,-,-,,0.777666058596112
cluster_110_DOWN - gender/M,4,ENSG00000144048|DUSP11 ENSG00000165506|DNAAF2 ENSG00000173349|SFT2D3 ENSG00000187325|TAF9B,2,-,-,,0.4274453613509479
cluster_111_UP - gender/F,2,ENSG00000188375|H3-5 ENSG00000254531|FLJ20021,2,-,-,,0.5511965682492224
cluster_111_UP - gender/M,2,ENSG00000188375|H3-5 ENSG00000254531|FLJ20021,2,-,-,,0.6853221511263291
cluster_112_UP - gender/F,3,ENSG00000163281|GNPDA2 ENSG00000211792|TRAV14DV4 ENSG00000269743|SLC25A53,2,-,-,,0.4754570757049258
cluster_112_UP - gender/M,3,ENSG00000163281|GNPDA2 ENSG00000211792|TRAV14DV4 ENSG00000269743|SLC25A53,2,-,-,,0.7403152863931329
cluster_113_DOWN - gender/F,6,ENSG00000055163|CYFIP2 ENSG00000103479|RBL2 ENSG00000116852|KIF21B ENSG00000138443|ABI2 ENSG00000149679|CABLES2 ENSG00000158985|CDC42SE2,2,-,-,,0.8742048033873131
cluster_113_DOWN - gender/M,6,ENSG00000055163|CYFIP2 ENSG00000103479|RBL2 ENSG00000116852|KIF21B ENSG00000138443|ABI2 ENSG00000149679|CABLES2 ENSG00000158985|CDC42SE2,2,-,-,,0.2835924028603491
cluster_114_DOWN - gender/F,3,ENSG00000132383|RPA1 ENSG00000135392|DNAJC14 ENSG00000169371|SNUPN,2,-,-,,0.8423317279390276
cluster_114_DOWN - gender/M,3,ENSG00000132383|RPA1 ENSG00000135392|DNAJC14 ENSG00000169371|SNUPN,2,-,-,,0.33549886275399
cluster_115_UP - gender/F,4,ENSG00000111863|ADTRP ENSG00000154027|AK5 ENSG00000174136|RGMB ENSG00000177590|GIMAP3P,2,-,-,,0.5725546386490521
cluster_115_UP - gender/M,4,ENSG00000111863|ADTRP ENSG00000154027|AK5 ENSG00000174136|RGMB ENSG00000177590|GIMAP3P,2,-,-,,0.6540063415539095
cluster_116_UP - gender/F,4,ENSG00000158109|TPRG1L ENSG00000207208|RNU6-790P ENSG00000267317|ENSG00000267317 ENSG00000287597|ENSG00000287597,2,-,-,,0.6376168695595203
cluster_116_UP - gender/M,4,ENSG00000158109|TPRG1L ENSG00000207208|RNU6-790P ENSG00000267317|ENSG00000267317 ENSG00000287597|ENSG00000287597,2,-,-,,0.6240009516798355
cluster_117_UP - gender/F,10,ENSG00000105372|RPS19 ENSG00000135119|RNFT2 ENSG00000142546|NOSIP ENSG00000147166|ITGB1BP2 ENSG00000173926|MARCHF3 ENSG00000213123|DYNLT2B ENSG00000223638|RFPL4A ENSG00000235411|DRG1P1 ENSG00000242134|RPL5P13 ENSG00000245910|SNHG6,2,-,-,,0.81316902339104
cluster_117_UP - gender/M,10,ENSG00000105372|RPS19 ENSG00000135119|RNFT2 ENSG00000142546|NOSIP ENSG00000147166|ITGB1BP2 ENSG00000173926|MARCHF3 ENSG00000213123|DYNLT2B ENSG00000223638|RFPL4A ENSG00000235411|DRG1P1 ENSG00000242134|RPL5P13 ENSG00000245910|SNHG6,2,-,-,,0.5007070173120126
cluster_118_UP - gender/F,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,2,-,-,,0.528609444043122
cluster_118_UP - gender/M,12,ENSG00000022556|NLRP2 ENSG00000099953|MMP11 ENSG00000108375|RNF43 ENSG00000149231|CCDC82 ENSG00000163958|ZDHHC19 ENSG00000165730|STOX1 ENSG00000187624|C17orf97 ENSG00000204001|LCN8 ENSG00000247950|SEC24B-AS1 ENSG00000251513|LIX1-AS1 ENSG00000257275|ENSG00000257275 ENSG00000281741|ENSG00000281741,2,-,-,,0.730164705226241
cluster_119_UP - gender/F,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,2,-,-,,0.6485866291685676
cluster_119_UP - gender/M,2,ENSG00000205810|KLRC3 ENSG00000267123|SCAT1,2,-,-,,0.5879320902069842
cluster_120_UP - gender/F,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,2,-,-,,0.5725546386490521
cluster_120_UP - gender/M,5,ENSG00000101442|ACTR5 ENSG00000144741|SLC25A26 ENSG00000226070|LINC00951 ENSG00000269176|ENSG00000269176 ENSG00000273156|ENSG00000273156,2,-,-,,0.6540063415539095
cluster_121_UP - gender/F,6,ENSG00000138316|ADAMTS14 ENSG00000141404|GNAL ENSG00000179841|AKAP5 ENSG00000197057|DTHD1 ENSG00000237484|LINC01684 ENSG00000279092|ENSG00000279092,2,-,-,,0.8292056780428873
cluster_121_UP - gender/M,6,ENSG00000138316|ADAMTS14 ENSG00000141404|GNAL ENSG00000179841|AKAP5 ENSG00000197057|DTHD1 ENSG00000237484|LINC01684 ENSG00000279092|ENSG00000279092,2,-,-,,0.42295689165512546
cluster_122_UP - gender/F,9,ENSG00000079931|MOXD1 ENSG00000139044|B4GALNT3 ENSG00000162373|BEND5 ENSG00000165061|ZMAT4 ENSG00000197705|KLHL14 ENSG00000197888|UGT2B17 ENSG00000215030|RPL13P12 ENSG00000232677|LINC00665 ENSG00000245149|RNF139-DT,2,-,-,,0.6098998551660237
cluster_122_UP - gender/M,9,ENSG00000079931|MOXD1 ENSG00000139044|B4GALNT3 ENSG00000162373|BEND5 ENSG00000165061|ZMAT4 ENSG00000197705|KLHL14 ENSG00000197888|UGT2B17 ENSG00000215030|RPL13P12 ENSG00000232677|LINC00665 ENSG00000245149|RNF139-DT,2,-,-,,0.6216404872392007
cluster_123_UP - gender/F,14,ENSG00000013392|RWDD2A ENSG00000106608|URGCP ENSG00000117262|GPR89A ENSG00000127080|IPPK ENSG00000152475|ZNF837 ENSG00000173801|JUP ENSG00000174684|B4GAT1 ENSG00000177337|DLGAP1-AS1 ENSG00000187792|ZNF70 ENSG00000198521|ZNF43 ENSG00000234665|LERFS ENSG00000236935|ENSG00000236935 ENSG00000256633|PDE2A-AS2 ENSG00000290548|ENSG00000290548,2,-,-,,0.31452065528489087
cluster_123_UP - gender/M,14,ENSG00000013392|RWDD2A ENSG00000106608|URGCP ENSG00000117262|GPR89A ENSG00000127080|IPPK ENSG00000152475|ZNF837 ENSG00000173801|JUP ENSG00000174684|B4GAT1 ENSG00000177337|DLGAP1-AS1 ENSG00000187792|ZNF70 ENSG00000198521|ZNF43 ENSG00000234665|LERFS ENSG00000236935|ENSG00000236935 ENSG00000256633|PDE2A-AS2 ENSG00000290548|ENSG00000290548,2,-,-,,0.8548978510934815
cluster_124_UP - gender/F,2,ENSG00000273702|ENSG00000273702 ENSG00000291046|ENSG00000291046,2,-,-,,0.19346504559270516
